0	1	2	3	4	5	6
IEC	61223-3-4 First edition 2000-03	12-221	Evaluation and routine testing in medical imaging departments - Part 3-4: Acceptance tests - Imaging performance of dental X-ray	2011-03-14	Radiology	
IEC	61223-3-5 Edition 2.0 2019-09	12-328	Evaluation and routine testing in medical imaging departments - Part 3-5: Acceptance tests - Imaging performance of computed tomography X-ray equipment [Including: Technical Corrigendum 1 (2006)]	2019-12-23	Radiology	
IEC	61223-3-5 First edition 2004-08	12-270	Evaluation and routine testing in medical imaging departments - Part 3-5: Acceptance tests - Imaging performance of computed tomography X-ray equipment [Including: Technical Corrigendum 1 (2006)]	2014-01-30	Radiology	
ISO	12609-1 First edition 2013-07-15	12-282	Eyewear for protection against intense light sources used on humans and animals for cosmetic and medical applications -- Part 1: Specification for products	2014-07-09	Radiology	
ISO	12609-2 First edition 2013-07-15	12-283	Eyewear for protection against intense light sources used on humans and animals for cosmetic and medical applications -- Part 2: Guidance for use	2014-07-09	Radiology	
IEC	TR 63183 Edition 1.0 2019-12	12-333	Guidance on error and warning messages for software used in radiotherapy	2020-07-06	Radiology	
IEEE	Std 3333.2.1-2015	12-292	IEEE Recommended Practice for Three-Dimensional (3D) Medical Modeling	2015-08-14	Radiology	
IEC ISO	10918-1 First edition 1994-02-15	12-261	Information technology - Digital compression and coding of continuous-tone still images: Requirements and guidelines [Including: Technical Corrigendum 1 (2005)]	2014-01-30	Radiology	
ISO	11990 Third edition 2018-08	12-323	Lasers and laser-related equipment - Determination of laser resistance of tracheal tube shaft and tracheal tube cuffs	2019-01-14	Radiology	
ISO	15367-1 First edition 2003-09-15	12-117	Lasers and laser-related equipment - Test methods for determination of the shape of a laser beam wavefront - Part 1: Terminology and fundamental aspects	2012-03-16	Radiology	
ISO	15367-2 First edition 2005-03-15	12-143	Lasers and laser-related equipment - Test methods for determination of the shape of a laser beam wavefront - Part 2: Shack-Hartman sensors	2012-03-16	Radiology	
ISO	11670 Second edition 2003-04-01	12-262	Lasers and laser-related equipment - Test methods for laser beam parameters - Beam positional stability [Including: Technical Corrigendum 1 (2004)]	2014-01-30	Radiology	
ISO	12005 Second edition 2003-04-01	12-113	Lasers and laser-related equipment - Test methods for laser beam parameters - Polarization	2012-03-16	Radiology	
ISO	11146-1 First edition 2005-01-15	12-134	Lasers and laser-related equipment - Test methods for laser beam widths divergence angles and beam propagation ratios - Part 1: Stigmatic and simple astigmatic beams	2012-03-16	Radiology	
ISO	11146-2 First edition 2005-02-15	12-142	Lasers and laser-related equipment - Test methods for laser beam widths divergence angles and beam propagation ratios - Part 2: General astigmatic beams	2012-03-16	Radiology	
ISO	21254-1 First edition 2011-07-15	12-245	Lasers and laser-related equipment - Test methods for laser-induced damage threshold - Part 1: Definitions and general principles	2012-03-16	Radiology	
ISO	21254-2 First edition 2011-07-15	12-246	Lasers and laser-related equipment - Test methods for laser-induced damage threshold - Part 2: Threshold determination	2012-03-16	Radiology	
ISO	21254-3 First edition 2011-07-15	12-248	Lasers and laser-related equipment - Test methods for laser-induced damage threshold - Part 3: Assurance of laser power (energy) handling capabilities	2012-03-16	Radiology	
IEC	62464-1 Edition 2.0 2018-12	12-332	Magnetic resonance equipment for medical imaging Part 1: Determination of essential image quality parameters.	2020-07-06	Radiology	
IEC	62220-1-2 Edition 1.0 2007-06	12-213	Medical electrical equipment - Characteristics of digital X-ray imaging devices - Part 1-2: Determination of the detective quantum efficiency - Detectors used in mammography	2010-10-04	Radiology	
IEC	62220-1-3 Edition 1.0 2008-06	12-214	Medical electrical equipment - Characteristics of digital X-ray imaging devices - Part 1-3: Determination of the detective quantum efficiency - Detectors used in dynamic imaging	2010-10-04	Radiology	
IEC	62494-1 Edition 1.0 (2008-08)	12-215	Medical electrical equipment - Exposure index of digital X-ray imaging systems - Part 1: Definitions and requirements for general radiography	2010-10-04	Radiology	
IEC	60976 Edition 2.0 2007-10	12-253	Medical electrical equipment - Medical electron accelators - Functional performance characteristics	2013-08-06	Radiology	
IEC	62563-1 Edition 1.1	12-299	Medical electrical equipment - Medical image display systems - Part 1: Evaluation methods	2016-06-27	Radiology	
IEC	62667 Edition 1.0 2017-08	12-320	Medical electrical equipment - Medical light ion beam equipment - Performance characteristics	2018-09-17	Radiology	
IEC	60601-1-3 Edition 2.1 2013-04	12-269	Medical electrical equipment - Part 1-3: General requirements for basic safety and essential performance - Collateral Standard: Radiation protection in diagnostic X-ray equipment	2014-01-14	Radiology	
IEC	60601-2-1 Edition 3.1 2014-07	12-285	Medical electrical equipment - Part 2-1: Particular requirements for the basic safety and essential performance of electron accelerators in the range 1 MeV to 50 MeV	2015-01-27	Radiology	
IEC	60601-2-11 Edition 3.0 2013-01	12-255	Medical electrical equipment - Part 2-11: Particular requirements for the basic safety and essential performance of gamma beam therapy equipment	2013-08-06	Radiology	
IEC	60601-2-17 Edition 3.0 2013-11	12-272	Medical electrical equipment - Part 2-17: Particular requirements for the safety of automatically-controlled brachytherapy afterloading equipment	2014-07-09	Radiology	
IEC	60601-2-22 Edition 3.1 2012-10	12-268	Medical electrical equipment - Part 2-22: Particular requirements for basic safety and essential performance of surgical cosmetic therapeutic and diagnostic laser equipment	2014-01-14	Radiology	
IEC	60601-2-28 Edition 3.0 2017-06	12-309	Medical electrical equipment - Part 2-28: Particular requirements for the basic safety and essential performance of X-ray tube assemblies for medical diagnosis	2019-12-23	Radiology	
IEC	60601-2-28 Edition 2.0 2010-03	12-204	Medical electrical equipment - Part 2-28: Particular requirements for the basic safety and essential performance of X-ray tube assemblies for medical diagnosis	2019-12-23	Radiology	
IEC	60601-2-29 Edition 3.0 2008-06	12-211	Medical electrical equipment - Part 2-29: Particular requirements for the basic safety and essential performance of radiotherapy simulators	2013-08-06	Radiology	
IEC	60601-2-33 Ed. 3.2 b:2015	12-295	Medical electrical equipment - Part 2-33: Particular requirements for the basic safety and essential performance of magnetic resonance equipment for medical diagnosis	2016-06-27	Radiology	
IEC	60601-2-37 Edition 2.1 2015	12-293	Medical electrical equipment - Part 2-37: Particular requirements for the basic safety and essential performance of ultrasonic medical diagnostic and monitoring equipment	2016-06-27	Radiology	
IEC	60601-2-43 Edition 2.2 2019-10 CONSOLIDATED VERSION	12-329	Medical electrical equipment - Part 2-43: Particular requirements for the safety and essential performance of X-ray equipment for interventional procedures	2019-12-23	Radiology	
IEC	60601-2-43 Edition 2.1 2017-05 CONSOLIDATED VERSION	12-308	Medical electrical equipment - Part 2-43: Particular requirements for the safety and essential performance of X-ray equipment for interventional procedures	2018-06-07	Radiology	
IEC	60601-2-43 - Ed. 2.0 2010-03	12-202	Medical electrical equipment - Part 2-43: Particular requirements for the safety and essential performance of X-ray equipment for interventional procedures	2018-09-17	Radiology	
IEC	60601-2-44 Edition 3.2: 2016	12-302	Medical electrical equipment - Part 2-44: Particular requirements for the basic safety and essential performance of x-ray equipment for computed tomography	2016-06-27	Radiology	
IEC	60601-2-45 Edition 3.1 2015	12-294	Medical electrical equipment - Part 2-45: Particular requirements for the basic safety and essential performance of mammographic X-ray equipment and mammographic stereotactic devices	2016-06-27	Radiology	
IEC	60601-2-5: Edition 3.0 2009-07	12-205	Medical electrical equipment - Part 2-5: Particular requirements for the basic safety and essential performance of ultrasonic physiotherapy equipment	2013-08-06	Radiology	
IEC	60601-2-54 Edition 1.2 2018-06 CONSOLIDATED VERSION	12-317	Medical electrical equipment - Part 2-54: Particular requirements for the basic safety and essential performance of X-ray equipment for radiography and radioscopy	2019-12-23	Radiology	
IEC	60601-2-54 Edition 1.1 2015-04 CONSOLIDATED VERSION	12-296	Medical electrical equipment - Part 2-54: Particular requirements for the basic safety and essential performance of X-ray equipment for radiography and radioscopy	2019-12-23	Radiology	
IEC	60601-2-57 Edition 1.0 2011-01	12-242	Medical Electrical Equipment - Part 2-57: Particular requirements for the basic safety and essential performance of non-laser light source equipment intended for therapeutic diagnostic monitoring and cosmetic/aesthetic use	2012-03-16	Radiology	
IEC	60601-2-62 Edition 1.0 2013-07	12-281	Medical electrical equipment - Part 2-62: Particular requirements for the basic safety and essential performance of high intensity therapeutic ultrasound (HITU) equipment	2014-07-09	Radiology	
IEC	60601-2-63 Edition 1.1 2017-07 CONSOLIDATED VERSION	12-310	Medical electrical equipment - Part 2-63: Particular requirements for the basic safety and essential performance of dental extra-oral X-ray equipment	2018-06-07	Radiology	
IEC	60601-2-64 Edition 1.0 2014-09	12-318	Medical electrical equipment - Part 2-64: Particular requirements for the basic safety and essential performance of light ion beam medical electrical equipment	2018-09-17	Radiology	
IEC	60601-2-65 Edition 1.1 2017-05 CONSOLIDATED VERSION	12-311	Medical electrical equipment - Part 2-65: Particular requirements for the basic safety and essential performance of dental intra-oral-X-ray equipment	2018-06-07	Radiology	
IEC	60601-2-68 Edition 1.0 2014-09	12-319	Medical electrical equipment - Part 2-68: Particular requirements for the basic safety and essential performance of X-ray-based image-guided radiotherapy equipment for use with electron accelerators light ion beam therapy equipment and radionuclide beam therapy equipment	2018-09-17	Radiology	
IEC	60601-2-8 Edition 2.1 b:2015	12-301	Medical electrical equipment - Part 2-8: Particular requirements for the safety of therapeutic X-ray equipment operating in the range 10 kV to 1 MV	2016-06-27	Radiology	
IEC	61910-1 Edition 1.0 2014-09	12-290	Medical electrical equipment - Radiation dose documentation - Part 1: Radiation dose structured reports for radiography and radioscopy	2015-08-14	Radiology	
IEC	61303 Edition 1.0 1994-09	12-303	Medical electrical equipment - Radionuclide calibrators - Particular methods for describing performance [Including CORRIGENDUM 1 (2016)]	2016-12-23	Radiology	
IEC	62083 Edition 2.0 2009-09	12-217	Medical electrical equipment - Requirements for the safety of radiotherapy treatment planning systems	2011-03-14	Radiology	
IEC	62274 First Edition 2005-05	12-241	Medical electrical equipment - Safety of radiotherapy record and verify systems	2012-03-16	Radiology	
IEC	60336 Fourth edition 2005-04	12-260	Medical electrical equipment - X-ray tube assemblies for medical diagnosis - Characteristics of focal spots [Including: Technical Corrigendum 1 (2006)]	2014-01-30	Radiology	
IEC	61674 Edition 2.0 2012-11	12-259	Medical electrical equipment -- Dosimeters with ionization chambers and/or semiconductor detectors as used in X-ray diagnostic imaging	2014-01-30	Radiology	
IEC	62220-1-1 Edition 1.0 2015-03	12-289	Medical electrical equipment-Characteristics of digital X-ray imaging devices Part 1-1: Determination of the detective quantum efficiencyDetectors used in radiographic imaging	2015-08-14	Radiology	
ISO	17526 First edition 2003-06-15	12-106	Optics and optical instruments - Lasers and laser-related equipment - Lifetime of lasers	2012-03-16	Radiology	
ISO	11551 Third eidtion 2019-10	12-327	Optics and optical instruments - Lasers and laser-related equipment - Test method for absorptance of optical laser components	2019-12-23	Radiology	
ISO	13696:2002	12-116	Optics and optical instruments -- Test methods for radiation scattered by optical components	2004-10-04	Radiology	
ISO	13694 Third edition 2018-11	12-324	Optics and Photonics - Lasers and laser-related equipment - Test methods for laser beam power (energy) density distribution	2019-01-14	Radiology	
ISO	11554 Fourth edition 2017-07	12-314	Optics and photonics - Lasers and laser-related equipment - Test methods for laser beam power energy and temporal characteristics	2018-06-07	Radiology	
ISO	13695:2004	12-115	Optics and photonics - Lasers and laser-related equipment - Test methods for the spectral characteristics of lasers	2012-03-16	Radiology	
ISO	24013 First edition 2006-11-15	12-175	Optics and photonics -- Lasers and laser-related equipment - Measurement of phase retardation of optical components for polarized laser radiation	2012-03-16	Radiology	
ISO	13697 First edition 2006-05-15	12-174	Optics and photonics -- Lasers and laser-related equipment - Test methods for specular reflectance and regular transmittance of optical laser components	2012-03-16	Radiology	
ISO	14880-2:2006	12-171	Optics and photonics -- Microlens arrays -- Part 2: Test methods for wavefront aberrations	2007-12-19	Radiology	
ISO	14880-3:2006	12-172	Optics and photonics -- Microlens arrays -- Part 3: Test methods for optical properties other than wavefront aberrations	2007-12-19	Radiology	
ISO	14880-4:2006	12-173	Optics and photonics -- Microlens arrays -- Part 4: Test methods for geometrical properties	2007-12-19	Radiology	
NEMA	NU 1-2012	12-284	Performance Measurements of Gamma Cameras	2015-01-27	Radiology	
NEMA	NU 2-2018	12-326	Performance Measurements of Positron Emission Tomographs	2019-07-15	Radiology	
IEC	62471 First edition 2006-07	12-249	Photobiological safety of lamps and lamp systems	2012-08-20	Radiology	
ISO	4090 Third eidition 2001-08-15	12-137	Photography - Medical radiographic cassette/screens/films and hard-copy imaging films - Dimensions and specifications	2006-03-31	Radiology	
ISO	9236-1 Second edition 2004-02-01	12-136	Photography - Sensitometry of screen/film systems for medical radiography - Part 1: Determination of sensitometric curve shape speed and average gradient	2006-03-31	Radiology	
ISO	5799 Second edition 1991-08-01	12-138	Photography -- Direct-exposing medical and dental radiographic film/process systems -- Determination of ISO speed and ISO average gradient	2006-03-31	Radiology	
NEMA	XR 24-2008 (R2014)	12-230	Primary user controls for interventional angiography x-ray equipment	2015-01-27	Radiology	
NEMA	XR 22-2006 (R2020)	12-165	Quality Control Manual Template for Manufacturers of Displays and Workstations Labeled for Final Interpretation in Full-field Digital Mammography	2008-09-09	Radiology	
NEMA	XR 23-2006 (R2020)	12-166	Quality Control Manual Template for Manufacturers of Hardcopy Output Devices Labeled for Final Interpretation in Full-field Digital Mammography	2008-09-09	Radiology	
NEMA	MS 12-2016	12-306	Quantification and Mapping of Geometric Distortion for Special Applications	2017-08-21	Radiology	
AAMI	RT3:2020	12-334	Radiation therapy machine characterization	2020-07-06	Radiology	
AAMI	RT2:2017	12-307	Radiation therapy readiness check	2017-12-04	Radiology	
IEC	61217 Edition 2.0 2011-12	12-267	Radiotherapy equipment - Coordinates movements and scales	2014-01-30	Radiology	
IEC	61168:1993	12-59	Radiotherapy simulators - Functional performance characteristics	2014-01-30	Radiology	
ANSI IES	RP-27.3-17	12-321	Recommended Practice for Photobiological Safety for Lamps - Risk Group Classification and Labeling	2019-01-14	Radiology	
ANSI IES	RP-27.1-2015	12-297	Recommended Practice for Photobiological Safety for Lamps and Lamp Systems - General Requirements	2016-06-27	Radiology	
ANSI IES	RP-27.2-00/R17	12-102	Recommended Practice for Photobiological Safety for Lamps and Lamp Systems - Measurement Techniques	2019-01-14	Radiology	
IEC	60825-1 Edition 2.0 2007-03	12-273	Safety of laser products - Part 1: Equipment classification and requirements [Including: Technical Corrigendum 1 (2008) Interpretation Sheet 1 (2007) Interpretation Sheet 2 (2007)]	2014-07-09	Radiology	
ANSI HPS	N43.6-2007 (R2013)	12-194	Sealed Radioactive Sources - Classification	2014-07-09	Radiology	
UL	122-2007 (R2011)	12-177	Standard for Photographic Equipment - Ed. 5.0	2012-03-16	Radiology	
NEMA	MS 9-2008 (R2014)	12-288	Standards Publication Characterization of Phased Array Coils for Diagnostic Magnetic Resonance Images	2016-04-04	Radiology	
NEMA	Standards Publication XR 28-2018	12-330	Supplemental Requirements for User Information and System Function Related to Dose in CT	2020-07-06	Radiology	
NEMA	XR 28-2013	12-287	Supplemental Requirements for User Information and System Function Related to Dose in CT	2015-01-27	Radiology	
IEC	62359 Edition 2.1 2017-09 CONSOLIDATED VERSION	12-316	Ultrasonics - Field characterization - Test methods for the determination of thermal and mechanical indices related to medical diagnostic ultrasonic fields	2018-06-07	Radiology	
IEC	TS 62462 Edition 2.0 2017-07	12-313	Ultrasonics - Output test - Guide for the maintenance of ultrasound physiotherapy systems	2018-06-07	Radiology	
IEC	61689 Edition 3.0 2013-02	12-266	Ultrasonics - Physiotherapy systems - Field specifications and methods of measurement in the frequency range 0.5 MHz to 5 MHz	2014-01-30	Radiology	
IEC	61391-1 Edition 1.1 2017-07 CONSOLIDATED VERSION	12-312	Ultrasonics - Pulse-echo scanners - Part 1: Techniques for calibrating spatial measurement systems and measurement of system point-spread function response	2018-06-07	Radiology	
IEC	61391-2 Edition 1.0 2010-01	12-228	Ultrasonics - Pulse-echo scanners - Part 2: Measurement of maximum depth of penetration and local dynamic range	2014-01-30	Radiology	
IEC	61847: 1998	12-121	Ultrasonics - Surgical systems - Measurement and declaration of the basic output characteristics Ed. 1.0	2005-05-27	Radiology	
IEC	62127-03 Edition 1.1 2013-05	12-279	Ultrasonics -- Hydrophones -- Part 3: Properties of hydrophones for ultrasonic fields up to 40 MHz	2014-07-09	Radiology	
IEC	62127-1 Edition 1.1 2013-02	12-277	Ultrasonics -- Hydrophones -- Part 1: Measurement and characterization of medical ultrasonic fields up to 40 MHz	2014-07-09	Radiology	
IEC	62127-2 Edition 1.1 2013-02	12-291	Ultrasonics -- Hydrophones -- Part 2: Calibration for ultrasonic fields up to 40 MHz	2015-08-14	Radiology	
IEC	62555 Edition 1.0 2013-11	12-280	Ultrasonics -- Power measurement -- High intensity therapeutic ultrasound (HITU) transducers and systems	2014-07-09	Radiology	
IEC	61161 Edition 3.0 2013-01	12-275	Ultrasonics -- Power measurement -- Radiation force balances and performance requirements	2014-07-09	Radiology	
NEMA	XR 27 Amendment 1-2013	12-286	X-ray equipment for interventional procedures - User Quality Control Mode	2015-01-27	Radiology
AAMI ANSI UL	2800-1: 2019	13-109	(American National Standard) Standard for Safety for Medical Device Interoperability	2019-07-15	Software/Informatics	
ANSI AAMI	SW87:2012	13-35	Application of quality management system concepts to medical device data systems	2013-01-15	Software/Informatics	
IEC	TR 80001-2-2 Edition 1.0 2012-07	13-42	Application of risk management for IT Networks incorporating medical devices - Part 2-2: Guidance for the disclosure and communication of medical device security needs risks and controls	2013-08-06	Software/Informatics	
IEC	TR 80001-2-3 Edition 1.0 2012-07	13-44	Application of risk management for IT Networks incorporating medical devices - Part 2-3: Guidance for wireless networks	2013-08-06	Software/Informatics	
AAMI ISO	/TIR 80001-2-6:2014	13-82	Application of risk management for IT networks incorporating medical devices - Part 2-6: Application guidance - Guidance for responsibility agreements	2016-06-27	Software/Informatics	
IEC	TR 80001-2-1 Edition 1.0 2012-07	13-40	Application of risk management for IT- networks incorporating medical devices - Part 2-1: Step-by-step risk management of medical IT-networks - Practical applications and examples	2013-08-06	Software/Informatics	
IEC	80001-1 Edition 1.0 2010-10	13-38	Application of risk management for IT-networks incorporating medical devices - Part 1: Roles responsibilities and activities	2013-08-06	Software/Informatics	
IEC	TR 80001-2-5 Edition 1.0 2014-12	13-70	Application of risk management for IT-networks incorporating medical devices - Part 2-5: Application guidance - Guidance on distributed alarm systems	2015-01-27	Software/Informatics	
IEC	TR 80001-2-8 Edition 1.0 2016-05	13-102	Application of risk management for IT-networks incorporating medical devices - Part 2-8: Application guidance - Guidance on standards for establishing the security capabilities identified in IEC TR 80001-2-2	2017-12-04	Software/Informatics	
IEC	TR 80001-2-9 Edition 1.0 2017-01	13-103	Application of risk management for it-networks incorporating medical devices - Part 2-9: Application guidance - Guidance for use of security assurance cases to demonstrate confidence in IEC TR 80001-2-2 security capabilities	2017-12-04	Software/Informatics	
IEC	/TR 80001-2-4 Edition 1.0 2012-11	13-63	Application of risk management for IT-networks incorporating medical devices -- Part 2-4: Application guidance - General implementation guidance for healthcare delivery organization	2014-01-30	Software/Informatics	
CLSI	AUTO10-A	13-26	Autoverification of Clinical Laboratory Test Results; Approved Guideline	2009-03-18	Software/Informatics	
ANSI AAMI	SW91:2018	13-105	Classification of defects in health software	2019-01-14	Software/Informatics	
FIRST	CVSS v3.0	13-116	Common Vulnerability Scoring System version 3.0	2020-10-19	Software/Informatics	
AAMI	TIR 45:2012	13-36	Guidance on the use of AGILE practices in the development of medical device software	2013-01-15	Software/Informatics	
IEEE	Std 11073-10417-2015	13-90	Health Informatics - Personal Health Device Communication Part 10417: Device Specialization - Glucose Meter	2017-08-21	Software/Informatics	
IEEE ISO	11073-10404 First edition 2010-05-01	13-54	Health informatics - Personal health device communication - Part 10404: Device specialization - Pulse oximeter	2013-08-06	Software/Informatics	
IEEE ISO	11073-10406 First edition 2012-12-01	13-89	Health informatics - Personal health device communication - Part 10406: Device specialization - Basic electrocardiograph (ECG) (1- to 3-lead ECG)	2017-08-21	Software/Informatics	
IEEE ISO	11073-10407 First edition 2010-05-01	13-57	Health informatics - Personal health device communication - Part 10407: Device Specialization - Blood pressure monitor	2013-08-06	Software/Informatics	
IEEE ISO	11073-10417 Third edition 2017-04	13-88	Health informatics - Personal health device communication - Part 10417: Device specialization - Glucose meter	2017-08-21	Software/Informatics	
IEEE ISO	11073-10418 First edition 2014-03-01	13-67	Health informatics - Personal health device communication - Part 10418: Device specialization - International Normalized Ratio (INR) monitor [including TECHNICAL CORRIGENDUM 1 (2016)]	2017-08-21	Software/Informatics	
IEEE ISO	11073-10419 First edition 2016-06-15	13-91	Health informatics - Personal health device communication - Part 10419: Device specialization - Insulin pump	2017-08-21	Software/Informatics	
IEEE	Std 11073-10419:2015	13-81	Health informatics - Personal health device communication - Part 10419: Device Specialization - Insulin Pump	2016-04-04	Software/Informatics	
IEEE ISO	11073-10421 First edition 2012-11-01	13-92	Health informatics - Personal health device communication - Part 10421: Device specialization - Peak expiratory flow monitor (peak flow)	2017-08-21	Software/Informatics	
IEEE ISO	11073-10424 First edition 2016-06-15	13-94	Health informatics - Personal health device communication - Part 10424: Device specialization - Sleep Apnoea Breathing Therapy Equipment (SABTE)	2017-08-21	Software/Informatics	
IEEE ISO	11073-10425 First edition 2016-06-15	13-95	Health informatics - Personal health device communication - Part 10425: Device specialization - Continuous glucose monitor (CGM)	2017-08-21	Software/Informatics	
IEEE	Std 11073-20601:2014	13-80	Health informatics - Personal health device communication - Part 20601: Application profile - Optimized exchange protocol [including Corrigendum 1 (2015)]	2016-04-04	Software/Informatics	
IEEE	Std 11073-20601-2019	13-113	Health informatics - Personal health device communication - Part 20601: Application profile - Optimized exchange protocol.	2020-07-06	Software/Informatics	
IEEE ISO	11073-10472 First edition 2012-11-01	13-69	Health informatics - Personal health device communication -- Part 10472: Device specialization - Medication monitor	2014-07-09	Software/Informatics	
IEEE	Std 11073-10406-2011	13-56	Health informatics - Personal health device communication Part 10406: Device specialization - Basic electrocardiograph	2013-08-06	Software/Informatics	
IEEE	Std 11073-10421-2010	13-55	Health informatics - Personal health device communication Part 10421: Device specialization - Peak expiratory flow monitor (peak flow)	2013-08-06	Software/Informatics	
IEEE	Std 11073-10422-2016	13-93	Health informatics - Personal health device communication Part 10422: Device Specialization - Urine Analyzer	2017-08-21	Software/Informatics	
IEEE	Std 11073-10424-2014	13-74	Health informatics - Personal health device communication Part 10424: Device Specialization - Sleep Apnoea Breathing Therapy Equipment (SABTE)	2015-08-14	Software/Informatics	
IEEE	Std 11073-10425-2014	13-72	Health informatics - Personal health device communication Part 10425: Device Specialization - Continuous Glucose Monitor (CGM)	2015-01-27	Software/Informatics	
IEEE ISO	11073-10101 First edition 2004-12-15	13-110	Health informatics - Point-of-care medical device communication - Part 10101: Nomenclature [Including AMENDMENT 1 (2017)]	2019-12-23	Software/Informatics	
IEEE ISO	11073-10102 First edition 2014-03-01	13-75	Health informatics - Point-of-care medical device communication - Part 10102: Nomenclature - Annotated ECG	2015-08-14	Software/Informatics	
IEEE ISO	11073-10103 First edition 2014-03-01	13-84	Health informatics - Point-of-care medical device communication - Part 10103: Nomenclature - Implantable device cardiac	2016-06-27	Software/Informatics	
IEEE ISO	11073-10408 First edition 2010-05-01	13-52	Health informatics - Point-of-care medical device communication - Part 10408: Device specialization - Thermometer	2013-08-06	Software/Informatics	
IEEE ISO	11073-10415 First edition 2010-05-01	13-53	Health informatics - Point-of-care medical device communication - Part 10415: Device specialization - Weighing scale	2013-08-06	Software/Informatics	
IEEE ISO	11073-20101 First edition 2004-12-15	13-49	Health informatics - Point-of-care medical device communication - Part 20101: Application Profiles - Base Standard	2013-08-06	Software/Informatics	
IEEE	Std 11073-20701-2018	13-108	Health informatics - Point-of-care medical device communication - Part 20701: Service-Oriented Medical Device Exchange Architecture and Protocol Binding	2019-07-15	Software/Informatics	
ISO	11073-20702 First edition 2018-09	13-107	Health informatics - Point-of-care medical device communication - Part 20702: Medical devices communication profile for web services	2019-01-14	Software/Informatics	
ISO	11073-90101 First edition 2008-01-15	13-68	Health informatics - Point-of-care medical device communication - Part 90101: Analytical instruments -- Point-of-care test	2014-07-09	Software/Informatics	
IEEE	Std 11073-10201-2018	13-111	Health informatics - Point-of-care medical device communication Part 10201: Domain Information Model	2019-12-23	Software/Informatics	
IEEE	Std 11073-10207-2017	13-106	Health informatics - Point-of-care medical device communication Part 10207: Domain Information and Service Model for Service-Oriented Point-of-Care Medical Device Communication	2019-01-14	Software/Informatics	
IEEE	Std 11073-10101-2019	13-114	Health informatics - Point-of-care medical device communication. Part 10101: Nomenclature	2020-07-06	Software/Informatics	
ISO	11073-91064 First edition 2009-05-01	13-76	Health informatics - Standard communication protocol - Computer-assisted electrocardiography	2015-08-14	Software/Informatics	
IEC	82304-1 Edition 1.0 2016-10	13-97	Health software - Part 1: General requirements for product safety	2017-08-21	Software/Informatics	
IEC	/TS 62443-1-1 Edition 1.0 2009-07	13-60	Industrial communication networks - Network and system security - Part 1-1: Terminology concepts and models	2013-08-06	Software/Informatics	
IEC	62443-2-1 Edition 1.0 2010-11	13-61	Industrial communication networks - Network and system security - Part 2-1: Establishing an industrial automation and control system security program	2013-08-06	Software/Informatics	
IEC	/TR 62443-3-1 Edition 1.0 2009-07	13-62	Industrial communication networks - Network and system security - Part 3-1: Security technologies for industrial automation and control systems	2013-08-06	Software/Informatics	
IEC ISO	15459-2 Third edition 2015-03-01	13-99	Information technology - Automatic identification and data capture techniques - Unique identification - Part 2: Registration procedures	2017-12-04	Software/Informatics	
IEC ISO	15459-4 Third edition 2014 Corrected 2016	13-100	Information technology - Automatic identification and data capture techniques - Unique identification - Part 4: Individual products and product packages	2017-12-04	Software/Informatics	
IEC ISO	15459-6 Second edition 2014 Corrected 2016	13-101	Information technology - Automatic identification and data capture techniques - Unique identification - Part 6: Groupings	2017-12-04	Software/Informatics	
IEC ISO	646 Third edition 1991-12-15	13-98	Information technology - IS0 7-bit coded character set for information interchange	2017-12-04	Software/Informatics	
IEC ISO	29147 First edition 2014-02-15	13-77	Information technology - Security techniques - Vulnerability disclosure	2015-08-14	Software/Informatics	
IEC ISO	30111 First edition 2013-11-01	13-78	Information technology - Security techniques - Vulnerability handling processes	2015-08-14	Software/Informatics	
CLSI	AUTO11-A2	13-85	Information Technology Security of In Vitro Diagnostic Instruments and Software Systems; Approved Standard - Second Edition	2016-12-23	Software/Informatics	
CLSI	AUTO2-A2	13-9	Laboratory Automation: Bar Codes for Specimen Container Identification	2008-09-09	Software/Informatics	
CLSI	AUTO3-A2	13-30	Laboratory Automation: Communications with Automated Clinical Laboratory Systems Instruments Devices and Information Systems; Approved Standard	2012-03-16	Software/Informatics	
CLSI	AUTO1-A	13-10	Laboratory Automation: Specimen Container/Specimen Carrier; Approved Standard	2008-09-09	Software/Informatics	
CLSI	AUTO7-A	13-37	Laboratory Automation: Data Content for Specimen Identification; Approved Standard	2013-08-06	Software/Informatics	
CLSI	AUTO5-A	13-13	Laboratory Automation: Electromechanical Interfaces; Approved Standard	2008-09-09	Software/Informatics	
CLSI	AUTO4-A	13-12	Laboratory Automation: Systems Operational Requirements Characteristics and Information Elements; Approved Standard	2008-09-09	Software/Informatics	
CLSI	AUTO13-A2 (Formerly GP19-A2)	13-15	Laboratory Instruments and Data Management Systems: Design of Software User Interfaces and End-User Software Systems Validation Operation and Monitoring; Approved Guideline - Second Edition	2014-07-09	Software/Informatics	
RII	Version 2.48	13-71	Logical Observation Identifiers Names and Codes (LOINC)	2015-01-27	Software/Informatics	
CLSI	AUTO8-A	13-25	Managing and Validating Laboratory Information Systems; Approved Guideline	2009-03-18	Software/Informatics	
IEC	/TR 80002-1 Edition 1.0 2009-09	13-34	Medical device software - Part 1: Guidance on the application of ISO 14971 to medical device software	2013-01-15	Software/Informatics	
IEC	62304 Edition 1.1 2015-06 CONSOLIDATED VERSION	13-79	Medical device software - Software life cycle processes	2019-01-14	Software/Informatics	
