KNUMBER|APPLICANT|CONTACT|STREET1|STREET2|CITY|STATE|COUNTRY_CODE|ZIP|POSTAL_CODE|DATERECEIVED|DECISIONDATE|DECISION|REVIEWADVISECOMM|PRODUCTCODE|STATEORSUMM|CLASSADVISECOMM|SSPINDICATOR|TYPE|THIRDPARTY|EXPEDITEDREVIEW|DEVICENAME
K203062|Fresenius Medical Care Renal Therapies Group, LLC|Denise  Oppermann|920 Winter Street||Waltham|MA|US|02451|02451|10/09/2020|12/28/2020|SESE|GU|KDI|Summary|GU||Traditional|N||Optiflux Series of Dialyzers F160NR,  F180NR, F200NR
K203066|Avanos Medical, Inc.|Christian  Supina|5405 Windward Parkway, Suite 100||Alpharetta|GA|US|30004|30004|10/09/2020|12/22/2020|SESE|NE|GXI|Summary|NE||Traditional|Y||COOLIEF Cooled Radiofrequency Kit Advanced
K203087|Philips Medical Systems DMC GmbH|Supriya  Dalvi|Roentgenstrasse 24-26||Hamburg||DE|22335|22335|10/13/2020|12/03/2020|SESE|RA|JAA|Summary|RA||Traditional|Y||CombiDiagnost R90
K203090|Onkos Surgical|Matthew (Matt)  Vernak|77 East Halsey Rd||Parsippany|NJ|US|07054|07054|10/13/2020|12/11/2020|SESE|OR|JDI|Summary|OR||Traditional|N||ELEOS Limb Salvage System featuring BIOGRIP
K203097|Devicor Medical Products, Inc|Rhonda M. Kops|300 E-Business Way, Fifth Floor||Cincinnati|OH|US|45241|45241|10/14/2020|12/16/2020|SESE|SU|NEU|Summary|SU||Traditional|N||HydroMARK Breast Biopsy Site Markers
K203105|Inion Oy|Kati  Marttinen|Laakarinkatu 2||Tampere||FI|33520|33520|10/15/2020|01/13/2021|SESE|OR|HWC|Summary|OR||Traditional|N||Inion CompressOn Screw
K203114|GE Medical Systems Ultrasound and Primary Care Diagnostics|Bryan  Behn|,LLC|9900  Innovation Dr.|Wauwatosa|WI|US|53226|53226|10/15/2020|01/08/2021|SESE|RA|IYN|Summary|RA||Traditional|N||LOGIQ P10, LOGIQ P9, LOGIQ P8
K203117|Via Surgical Ltd.|Ofek  Levin|Mitzpe Kineret Street 22/1||Amirim||IL|2011500|2011500|10/16/2020|01/07/2021|SESE|SU|GDW|Summary|SU||Traditional|N||TissueTak device
K203119|Well Lead Medical Co., LTD.|Jenny  Zhu|C-4# Jinhu Industrial Estate, Hualong, Panyu||Guangzhou||CN|511434|511434|10/16/2020|12/09/2020|SESE|GU|FED|Summary|GU||Special|N||ClearPetra Suction-Evacuation Sheath
K203125|Alphatec Spine, Inc.|Ruby  Zheng|5818 El Camino Real||Carlsbad|CA|US|92008|92008|10/19/2020|12/18/2020|SESE|OR|NKG|Summary|OR||Traditional|N||Invictus™ OCT Spinal Fixation System
K203126|ResMed Pty Ltd|Peter  Jennings|1 Elizabeth Macarthur Drive||Bella Vista||AU|2053|2053|10/19/2020|12/18/2020|SESE|AN|BZD|Summary|AN||Traditional|N||S10 Kirra
K203129|Precision Spine, Inc.|Michael  Dawson|2050 Executive Drive||Pearl|MS|US|39208|39208|10/19/2020|01/12/2021|SESE|OR|OVE|Summary|OR||Traditional|N||NexGen Standalone Anterior Cervical Discectomy and Fusion (ACDF) System
K203130|Nidek Co., Ltd.|Tsutomu  Sunada|34-14 Machama, Hiroishicho||Gamagori||JP|443-0038|443-0038|10/19/2020|12/07/2020|SESE|OP|HQF|Summary|OP||Traditional|N||Ophthalmic Yag Laser System YC-200
K203131|Edwards Lifesciences, LLC|Christine  Chun|One Edwards Way||Irvine|CA|US|92614|92614|10/19/2020|01/22/2021|SESE|CV|DXN|Summary|CV||Traditional|N||EV1000 Clinical Platform Non-Invasive (NI) or ClearSight System, EV1000 Clinical Platform
K203137|GE Medical Systems Ultrasound and Primary Care Diagnostics,|Tracey  Ortiz|LLC|9900 W. Innovation Drive|Wauwatosa|WI|US|53226|53226|10/20/2020|12/29/2020|SESE|RA|IYN|Summary|RA||Traditional|N||Venue Fit
K203142|Heuron Co., Ltd.|Dong Hoon Shin|10th Floor, 7, Mirae-ro, Namdong-gu||lncheon||KR|21558|21558|10/20/2020|01/15/2021|SESE|RA|LLZ|Summary|RA||Traditional|N||Veuron-Brain-pAb
K203153|Globus Medical Inc.|Jennifer  Antonacci|2560 General Armstead Ave.||Audubon|PA|US|19403|19403|10/22/2020|01/19/2021|SESE|OR|NKB|Summary|OR||Traditional|N||CREO Stabilization System, Navigation Instruments, ExcelsiusGPS
K203159|Carestream Health|Gina  Maiolo|150 Verona St||Rochester|NY|US|14608|14608|10/23/2020|12/02/2020|SESE|RA|MQB|Summary|RA||Special|N||Lux 35 Detector
K203162|Boston Scientific Corporation|Elena  Hennessey|100 Boston Scientific Way||Marlborough|MA|US|01752|01752|10/23/2020|12/18/2020|SESE|GU|FGE|Summary|GU||Traditional|N||Advanix Biliary Stent with NaviFlex RX Delivery System
K203163|Life Spine, Inc.|Angela  Batker|13951 S. Quality Drive||Huntley|IL|US|60142|60142|10/23/2020|12/17/2020|SESE|OR|NKB|Summary|OR||Traditional|N||ARx Illiac Spinal Screw System
K203166|PENTAX of America, Inc.|William  Goeller|3 Paragon Drive||Montvale|NJ|US|07645-1782|07645-1782|10/23/2020|12/30/2020|SESE|GU|ODG|Summary|GU||Special|N||PENTAX Medical Ultrasound Upper GI Video Scope EG34-J10U, PENTAX Medical Ultrasound Upper GI Video Scope EG36-J10UR, PENTAX Medical Ultrasound Upper GI Video Scope EG38-J10UT, PENTAX Medical Ultrasound Video Bronchoscope EB19-J10U
K203172|Elekta Solutions AB|Melinda  Smith|Kungstensgatan 18, Box 7593||Stockholm||SE|SE-10393|SE-10393|10/26/2020|12/18/2020|SESE|RA|IYE|Summary|RA||Traditional|N||MOSAIQ Oncology Information System
K203178|Tactile Systems Technology, Inc. (DBA Tactile Medical)|Brett  Demchuk|151 5th Ave NW Suite 100||New Brighton|MN|US|55112|55112|10/26/2020|12/20/2020|SESE|CV|JOW|Summary|CV||Traditional|N||Flexitouch Plus System
K203180|Arthrex Inc.|Rebecca R Homan|1370 Creekside Boulevard||Naples|FL|US|34108-1945|34108-1945|10/26/2020|12/16/2020|SESE|OR|JDR|Summary|OR||Traditional|N||Arthrex DynaNite Nitinol Staples
K203181|Theranica Bioelectronics ltd|Alon  Ironi|4 Ha-Omanutst. Poleg Industrial Park||Netanya||IL|4250574|4250574|10/26/2020|01/22/2021|SESE|NE|QGT|Summary|NE||Traditional|N||Nerivio, FGD000075-4.7
K203189|Aerobiotix, Inc.|David  Kirschman|444 Alexandersville Rd.||Miamisburg|OH|US|45342|45342|10/27/2020|01/21/2021|SESE|HO|FRA|Summary|HO||Traditional|Y||AEROCURE-MD
K203199|STERIS Corporation|Jennifer  Nalepka|5960 Heisley Road||Mentor|OH|US|44060|44060|10/29/2020|12/01/2020|SESE|HO|NVE|Summary|GU||Special|N||RAS 12 Rack / RAS 12 Long Rack, used in RAS Cycle of AMSCO 7052HP / 7053HP Single Chamber Washer-Disinfector
K203201|NuVasive, Incorporated|Sali  Gully|7475 Lusk Blvd.||San Diego|CA|US|92121|92121|10/29/2020|01/12/2021|SESE|OR|MAX|Summary|OR||Traditional|N||NuVasive Thoracolumbar Interbody Systems: CoRoent Thoracolumbar System, CoRoent XL Interfixated System, Brigade Hyperlordotic System, Brigade Standalone System, Brigade Lateral System, BASE Interfixated Titanium System, Coalesce Thoracolumbar Interbody Fusion System, Cohere Thoracolumbar Interbody
K203207|Omnia Medical, LLC|Troy  Schifano|6 Canyon Rd, Suite 300||Morgantown|WV|US|26508|26508|10/30/2020|12/23/2020|SESE|OR|OVD|Summary|OR||Traditional|N||Omnia Medical TiBrid-SA
K203209|AirPhysio Pty Ltd|Paul  O’Brien|Unit 1, 43 Greenway Drive||Tweed Heads South||AU|NSW 2486|NSW 2486|10/30/2020|01/15/2021|SESE|AN|BWF|Summary|AN||Traditional|Y||AirPhysio Positive Expiratory (PEP) Device
K203219|Stryker Neurovascular|Kathy  Nguyen|47900 Bayside Parkway||Fremont|CA|US|94538|94538|11/02/2020|12/29/2020|SESE|NE|POL|Summary|NE||Traditional|N||Trevo XP ProVue Retriever and Trevo NXT™ ProVue Retriever
K203222|SPINEART|Franck  Pennesi|3 Chemin du Pré Fleuri||Plan Les Ouates||CH|1228|1228|11/02/2020|12/17/2020|SESE|OR|NKB|Summary|OR||Traditional|N||PERLA TL Posterior Osteosynthesis System
K203231|Philips North America LLC|Neha  Hardiya|22100 Bothell Everett Hwy||Bothell|WA|US|98021|98021|11/02/2020|01/11/2021|SESE|CV|LDD|Summary|CV||Special|N||Switched Internal Paddles
K203239|Arthrex Inc.|Samantha  Passman|1370 Creekside Boulevard||Naples|FL|US|34108-1945|34108-1945|11/03/2020|12/30/2020|SESE|OR|HWC|Summary|OR||Traditional|N||Arthrex Low Profile Screws
K203241|OmniGuide, Inc.|David  Johnson|4 Maguire Road||Lexington|MA|US|02421|02421|11/03/2020|01/14/2021|SESE|SU|GEX|Summary|SU||Special|N||OmniGuide BeamPath OTO-U Fiber
K203249|NucleusHealth, LLC|Zachary  Wright|13280 Evening Creek Dr.|Ste 110|San Diego|CA|US|92128|92128|11/04/2020|12/04/2020|SESE|RA|LLZ|Summary|RA||Traditional|Y||Nucleus.io
K203253|NuVasive, Incorporated|Jessica  LeBlanc|7475 Lusk Blvd.||San Diego|CA|US|92121|92121|11/04/2020|12/03/2020|SESE|OR|KWQ|Summary|OR||Special|N||NuVasive ACP System
K203257|Boya Biotechnology Co., Ltd.|Jason  Lau|Floor3,#7, Changfu Rd., Ludong Community, Humen Town||Dongguan||CN|523935|523935|11/04/2020|12/23/2020|SESE|OB|NUC|Summary|OB||Traditional|N||LUBi Water Based Personal Lubricant
K203270|Siemens Healthcare Diagnostics Products Ltd.|Malgorzata  Robak|Glyn Rhonwy||Llanberis||GB|LL55 4EL|LL55 4EL|11/05/2020|01/15/2021|SESE|CH|CGR|Summary|CH||Traditional|N||IMMULITE/IMMULITE® 1000 Cortisol
K203280|Perspectum Ltd.|Jaco  Jacobs|5520 John Smith Drive||Oxford||GB|OX4 2LL|OX4 2LL|11/06/2020|01/12/2021|SESE|RA|LNH|Summary|RA||Traditional|N||Hepatica v1 (Hepatica v1.0.0)
K203281|medPhoton GmbH|Daniel  Schaffarzick|Karolingerstraße 16||Salzburg||AT|5020|5020|11/06/2020|12/22/2020|SESE|RA|OWB|Summary|RA||Traditional|N||Mobile ImagingRing System, IRm, Loop-X Mobile Imaging Robot, Loop-X
K203284|3M Company|Andrew  Wingen|2510 Conway Ave, Bldg 275-5W-06||St. Paul|MN|US|55144-1000|55144-1000|11/09/2020|12/07/2020|SESE|HO|QKM|Summary|HO||Special|N||3M Attest Vaporized Hydrogen Peroxide Tri-Metric Chemical Indicator
K203285|3M Company|Mary  Fretland|3M Center, Building 275-5W-06||St. Pauk|MN|US|55144|55144|11/09/2020|12/10/2020|SESE|HO|JOJ|Summary|HO||Special|N||3M Comply Hydrogen Peroxide Indicator Tape 1228
K203291|Medtronic Sofamor Danek USA, INC.|Erikka  Edwardsen|1800 Pyramid Place||Memphis|TN|US|38132|38132|11/09/2020|12/08/2020|SESE|OR|OLO|Summary|NE||Special|N||CD Horizon Spinal System Instruments
K203303|Covidien, LLC|Liron  Bar-Yaakov|5920 Longbow Dr||Boulder|CO|US|80301|80301|11/09/2020|12/17/2020|SESE|SU|NEY|Summary|SU||Special|N||Emprint SX Ablation Platform with Thermosphere Technology
K203308|Raed M. Ali, M.D., Inc.|Raed  Ali|6 Starcatcher Circle||Newport Coast|CA|US|92657|92657|11/10/2020|01/15/2021|SESE|OR|MAX|Summary|OR||Special|N||Ali Interbody Fusion System
K203321|UroGen Pharma Ltd|James G. Ottinger|9 Ha'Ta'asiya Street||Ra'anana||IL|4365405|4365405|11/12/2020|12/09/2020|SESE|GU|QBL|Summary|HO||Special|N||Cystoject Syringe Lever
K203329|HeartFlow, Inc.|Windi  Hary|1400 Seaport Boulevard, Building B||Redwood City|CA|US|94063|94063|11/12/2020|01/08/2021|SESE|CV|PJA|Summary|CV||Traditional|N||HeartFlow Analysis
K203333|Inari Medical, Inc.|Ellen  Nguyen|9 Parker, Suite 100||Irvine|CA|US|92618|92618|11/12/2020|12/10/2020|SESE|CV|QEW|Summary|CV||Special|N||Triever20 Curve Catheter
K203339|New England Ortho Lab, Inc|Christian  Saurman|3 Riverside Drive||Andover|MA|US|01810|01810|11/12/2020|01/06/2021|SESE|DE|NXC|Summary|DE||Special|N||NEOLab Clear Aligners
K203340|Siemens Medical Solutions USA, Inc.|Martin  Rajchel|40 Liberty Blvd|Mail code: 65-1A|Malvern|PA|US|19355|19355|11/12/2020|01/06/2021|SESE|RA|KPR|Summary|RA||Traditional|N||MULTIX Impact C
K203341|Implantcast GmbH|Juliane  Hoeppner|Lueneburger Schanze 26||Buxtehude||DE|21614|21614|11/12/2020|01/08/2021|SESE|OR|HSX|Summary|OR||Traditional|N||ACS LD Uni FB Knee System
K203345|Siemens Medical Solutions USA, Inc.|Martin  Rajchel|40 Liberty Blvd|Mail code: 65-1A|Malvern|PA|US|19355|19355|11/13/2020|01/07/2021|SESE|RA|KPR|Summary|RA||Traditional|N||MULTIX Impact
K203349|Longeviti Neuro Solutions, LLC|Jesse  Christopher|303 International Circle Suite 190||Hunt Valley|MD|US|21030|21030|11/13/2020|12/16/2020|SESE|NE|GXN|Summary|NE||Special|N||Longeviti ClearFit Cranial Implant
K203367|Integrity Implants Inc.|Lauren  Kamer|354 Hiatt Drive||Palm Beach Gardens|FL|US|33418|33418|11/16/2020|12/03/2020|SESE|OR|NKB|Summary|OR||Special|N||LineSider™ Spinal System
K203373|Advanced Research Medical, LLC|John D. Siegel|1515 Hwy 13 East||Burnsville|MN|US|55337|55337|11/16/2020|01/22/2021|SESE|OR|OUR|Summary|OR||Traditional|N||Advanced Research Medical Trident SI Screw System
K203381|MedShape Inc|Akhilesh  Gokhale|1575 Northside Drive, Suite 440||Atlanta|GA|US|30318|30318|11/17/2020|01/15/2021|SESE|OR|HWC|Summary|OR||Traditional|N||Dynanail Mini Hybrid
K203383|Philips Consumer Lifestyle - Innovation Site Eindhoven|Aurore  Millet|High Tech Campus 37||Eindhoven||NL|5656 AE|5656 AE|11/17/2020|12/15/2020|SESE|OB|HGX|Summary|OB||Special|N||Philips Avent Double electric breast pump Advanced SCF394/61, Philips Avent Double electric breast pump Advanced SCF394/62
K203397|Biopsybell s.r.l.|Carlo Ricca Prandi Bellini|Via A. Manuzio, 24||Mirandola||IT|41037|41037|11/18/2020|01/11/2021|SESE|SU|KNW|Summary|GU||Traditional|N||Marrow-Pack (white)- 11gauge/10cm or 13gauge/10cm, Marrow-Tray (red)- 11gauge/10cm or 13gauge/10cm, Marrow-Set (violet)- 11gauge/10cm or 13gauge/10cm,  Marrow-kit (grey)- 11gauge/10cm or 13gauge/10cm, Marrow-Stem (green)- 11gauge/10cm or 13gauge/10cm
K203401|Neocis Inc.|Thomas E. Claiborne|2800 Biscayne Blvd Suite 600||Miami|FL|US|33317|33317|11/19/2020|12/15/2020|SESE|DE|PLV|Summary|DE||Special|N||Neocis Guidance System (NGS) with Patient Splints (EPS)
K203414|DePuy Synthes|Stacey  Bonnell|1301 Goshen Parkway||West Chester|PA|US|19380|19380|11/19/2020|12/16/2020|SESE|OR|HRS|Summary|OR||Special|N||DePuy Synthes 2.7mm VA LCP Clavicle Plate System, DePuy Synthes 2.7mm VA LCP Clavicle Hook Plate System
K203437|Cagent Vascular, LLC|Carol  Burns|150 Strafford Avenue #315||Wayne|PA|US|19087|19087|11/23/2020|12/22/2020|SESE|CV|PNO|Summary|CV||Special|N||Serranator PTA Serration Balloon Catheter
K203445|Nvision Biomedical Technologies, Inc.|Diana  Langham|4590 Lockhill Selma||San Antonio|TX|US|78249|78249|11/23/2020|12/21/2020|SESE|OR|PLF|Summary|OR||Special|N||Trigon HA Stand-Alone Wedge Fixation System
K203447|Conformis Inc.|Mary  Kruitwagen|600 Technology Park Drive, 4th Floor||Billerica|MA|US|01821|01821|11/23/2020|12/22/2020|SESE|OR|JWH|Summary|OR||Special|N||iTotal Identity Cruciate Retaining (CR) Total Knee Replacement, iTotal Identity Posterior Stabilizing (PS) Total Knee Replacement
K203452|Nanovis LLC|Matthew  Hedrick|5865 East State Rd. 14||Columbia City|IN|US|46725|46725|11/23/2020|12/22/2020|SESE|OR|NKB|Summary|OR||Special|N||Nano FortiFix® System
K203458|3M Company|Yumi  Wackerfuss|3M Center, Building 275-5W-06||St. Paul|MN|US|55144|55144|11/24/2020|12/11/2020|SESE|HO|JOJ|Summary|HO||Special|N||3M Comply Hydrogen Peroxide Chemical Indicator 1248
K203461|Aesculap Inc.|Omunique  Luke|3773 Corporate Parkway||Center Valley|PA|US|18034|18034|11/24/2020|12/18/2020|SESE|SU|GEI|Summary|SU||Special|N||Aesculap Caiman 12 Seal and Cut Technology System
K203465|OSSIO Ltd.|Taly  Lindner|8 HaTochen St.||Caesarea||IL|3079861|3079861|11/24/2020|01/06/2021|SESE|OR|HTY|Summary|OR||Traditional|N||OSSIOfiber Cannulated Trimmable Fixation Nail, OSSIOfiber Trimmable Fixation Nail, OSSIOfiber Trimmable Fixation Nail, Cannulated Design
K203467|WishBone Medical, Inc.|Mary  Wentorf|100 Capital Drive||Warsaw|IN|US|46582|46582|11/25/2020|12/23/2020|SESE|OR|HWC|Summary|OR||Special|N||WishBone Medical Plate and Screw System
K203476|Vascular Medcure, INC.|Jeffrey P. DuMontelle|1500 S. Sunkist ST.|Suite H|Anaheim|CA|US|92806|92806|11/25/2020|12/22/2020|SESE|CV|QEW|Summary|CV||Special|N||CAPERE Thrombectomy System
K203485|Medacta International SA|Stefano  Baj|Strada Regina||Castel San Pietro||CH|CH-6874|CH-6874|11/27/2020|01/19/2021|SESE|OR|MBI|Summary|OR||Traditional|N||SnugFit All-Suture Anchor
K203487|Accurate Medical Therapeutics Ltd|Osnat  Harbater|19 Eli Hurvitz Street||Rehovot||IL|7608802|7608802|11/27/2020|12/11/2020|SESE|CV|DQO|Summary|CV||Special|N||Drakon and Sequre Microcatheters
K203504|Siemens Medical Solutions USA, Inc.|Cordell  Fields|40 Liberty Boulevard 65-1A||Malvern|PA|US|19355|19355|11/30/2020|12/22/2020|SESE|RA|OWB|Summary|RA||Special|N||Cios Flow
K203506|SPINEART|Franck  Pennesi|3 chemin du pré Fleuri||Plan Les Ouates||CH|1228|1228|11/30/2020|01/15/2021|SESE|OR|NKB|Summary|OR||Traditional|N||PERLA® TL posterior osteosynthesis system
K203508|Aidoc Medical, Ltd.|Nimrod  Epstein|3 Aminaday St.||Tel-Aviv||IL|6706703|6706703|11/30/2020|12/29/2020|SESE|RA|QAS|Summary|RA||Special|N||BriefCase
K203511|Paragon 28, Inc.|Haylie  Hertz|14445 Grasslands Dr.||Englewood|CO|US|80112|80112|11/30/2020|12/29/2020|SESE|OR|HRS|Summary|OR||Special|N||Baby Gorilla/Gorilla Plating System
K203526|CIT Ortho|Megan  Lecavalier|26202 Detroit Road Ste 340||Westlake|OH|US|44145|44145|12/02/2020|01/12/2021|SESE|OR|HRX|Summary|OR||Traditional|Y||C Scope Visualization System
K203540|Spectranetics, Inc.|Sondra  Chandler|9965 Federal Drive||Colorado Springs|CO|US|80921|80921|12/03/2020|12/23/2020|SESE|CV|MJN|Summary|CV||Special|N||Bridge Occlusion Balloon
K203544|Lumenis Ltd.|Shlomit  Segman|6 Hakidma Street PO Box 240||Yokneam||IL|2069204|2069204|12/04/2020|12/24/2020|SESE|SU|GEX|Summary|SU||Special|N||UltraPulse Surgical and Aesthetic CO2 Laser System, Delivery Devices and Accessories
K203551|Canon Medical Systems Corporation|Paul  Biggins|1385 Shimoishigami||Otawara-shi||JP|324-8550|324-8550|12/04/2020|12/18/2020|SESE|RA|OWB|Summary|RA||Special|N||Alphenix, INFX-8000V/B, /S, V9.1
K203552|Rapid Reboot Recovery Products, LLC|David  Johnson|1396 W 200 S, Building 2, Unit A||Lindon|UT|US|84042|84042|12/04/2020|12/22/2020|SESE|PM|IRP|Summary|PM||Traditional|Y||Rapid Reboot
K203561|ChoiceSpine, LLC|Kim  Finch|400 Erin Drive||Knoxville|TN|US|37919|37919|12/07/2020|01/04/2021|SESE|OR|OLO|Summary|NE||Special|N||ChoiceSpine Navigation System
K203630|STERIS Corporations|Carroll  Martin|5976 Heisley Road||Mentor|OH|US|44060|44060|12/11/2020|01/08/2021|SESE|GU|ODC|Summary|GU||Special|N||BioGuard Air/Water and Suction Valves
K203639|Medtronic Navigation, Inc.|Taylor Gold West|826 Coal Creek Circle||Louisville|CO|US|80027|80027|12/14/2020|01/13/2021|SESE|NE|HAW|Summary|NE||Special|N||StealthStation Cranial Software v1.3.2
K203652|JKH USA, LLC|Bill Quanqin Dai|20505 Valley Blvd. Suite 108||Walnut|CA|US|91789|91789|12/14/2020|01/06/2021|SESE|CV|DXQ|Summary|CV||Traditional|N||Blood Pressure Cuff, U1883S,U1883D, U1882S, U1882D, U1881S, U1881D, Blood Pressure Cuff, U1885S, U1885D, U1880S, U1880D, U1886S, U1886D, Blood Pressure Cuff, U1869S, U1869D, U1889S, U1889D, U1884S, U1884D, Blood Pressure Cuff, U1710S, U1720S, U1730S,U1740S, U1750S, U1760S, Blood Pressure Cuff, U177
K203656|Uni-Trend Technology(CHINA) CO.,LTD|Mike  Mao|No 6, Gong Ye Bei 1st Road,|Songshan Lake National High-Tech Industrial Development|Dongguan||CN|||12/15/2020|01/22/2021|SESE|HO|FLL|Summary|HO||Traditional|Y||Non-Contact Forehead Thermometer (UT30H)
K203658|OXOS Medical, Inc.|Evan  Ruff|1230 Peachtree Street NE|Suite 300|Atlanta|GA|US|30309|30309|12/15/2020|01/12/2021|SESE|RA|IZL|Summary|RA||Traditional|Y||Micro C Medical Imaging System, M01
K203669|Varian Medical Systems, Inc.|Peter J. Coronado|3100 Hansen Way||Palo Alto|CA|US|94304|94304|12/16/2020|01/14/2021|SESE|RA|IYE|Summary|RA||Special|N||Mobius3D
K203671|Medacta International SA|Stefano  Baj|Strada Regina||Castel San Pietro||CH|CH-6874|CH-6874|12/16/2020|01/13/2021|SESE|OR|OUR|Summary|OR||Special|N||M.U.S.T. Sacral Iliac Screw and Pelvic Trauma System
K203677|GE Medical Systems Ultrasound & Primary Care Diagnostics,LLC|Tracey  Ortiz|9900 W. Innovation Drive||Wauwatosa|WI|US|53226|53226|12/17/2020|01/15/2021|SESE|RA|LLZ|Summary|RA||Special|N||ViewPoint 6
K203678|Medtronic Sofamor Danek USA, INC.|Madhuvanthi  Soundirarajan|1800 Pyramid Place||Memphis|TN|US|38132|38132|12/17/2020|01/15/2021|SESE|OR|NQP|Summary|OR||Special|N||CD HORIZON™ Spinal System
K203683|CarboFix Orthpedics Ltd.|Hila  Wachsler-Avrahami|11 Ha'Hoshlim Street||Herzeliya||IL|4672411|4672411|12/17/2020|01/15/2021|SESE|OR|MAX|Summary|OR||Special|N||CarboClear Lumbar Cage System
K203719|Volcano Corporation|Linda  Schulz|3721 Valley Centre Dr Ste 500||San Diego|CA|US|92130|92130|12/21/2020|01/19/2021|SESE|CV|IYO|Summary|RA||Special|N||IntraSight Mobile
K203726|Siemens Medical Solutions USA, Inc.|HyunJung  Lee|22010 S.E. 51st Street||Issaquah|WA|US|98029|98029|12/21/2020|01/19/2021|SESE|CV|OBJ|Summary|CV||Special|N||ACUSON AcuNav Volume Intracardiac Echocardiography(ICE) Catheter
